0 1 0,0101010101
0 2 0,0204081633
0 3 0,0309278351
0 4 0,0416666667
0 5 0,0526315789
0 6 0,0638297872
0 7 0,0752688172
0 8 0,0869565217
0 9 0,0989010989
0 10 0,1111111111
0 11 0,1235955056
0 12 0,1363636364
0 13 0,1494252874
0 14 0,1627906977
0 15 0,1764705882
0 16 0,1904761905
0 17 0,2048192771
0 18 0,2195121951
0 19 0,2345679012
0 20 0,25
0 21 0,2658227848
0 22 0,2820512821
0 23 0,2987012987
0 24 0,3157894737
0 25 0,3333333333
0 26 0,3513513514
0 27 0,3698630137
0 28 0,3888888889
0 29 0,4084507042
0 30 0,4285714286
0 31 0,4492753623
0 32 0,4705882353
0 33 0,4925373134
0 34 0,5151515152
0 35 0,5384615385
0 36 0,5625
0 37 0,5873015873
0 38 0,6129032258
0 39 0,6393442623
0 40 0,6666666667
0 41 0,6949152542
0 42 0,724137931
0 43 0,7543859649
0 44 0,7857142857
0 45 0,8181818182
0 46 0,8518518519
0 47 0,8867924528
0 48 0,9230769231
0 49 0,9607843137
1 2 0,0303030303
1 3 0,0408163265
1 4 0,0515463918
1 5 0,0625
1 6 0,0736842105
1 7 0,085106383
1 8 0,0967741935
1 9 0,1086956522
1 10 0,1208791209
1 11 0,1333333333
1 12 0,1460674157
1 13 0,1590909091
1 14 0,1724137931
1 15 0,1860465116
1 16 0,2
1 17 0,2142857143
1 18 0,2289156627
1 19 0,243902439
1 20 0,2592592593
1 21 0,275
1 22 0,2911392405
1 23 0,3076923077
1 24 0,3246753247
1 25 0,3421052632
1 26 0,36
1 27 0,3783783784
1 28 0,397260274
1 29 0,4166666667
1 30 0,4366197183
1 31 0,4571428571
1 32 0,4782608696
1 33 0,5
1 34 0,5223880597
1 35 0,5454545455
1 36 0,5692307692
1 37 0,59375
1 38 0,619047619
1 39 0,6451612903
1 40 0,6721311475
1 41 0,7
1 42 0,7288135593
1 43 0,7586206897
1 44 0,7894736842
1 45 0,8214285714
1 46 0,8545454545
1 47 0,8888888889
1 48 0,9245283019
1 49 0,9615384615
2 3 0,0505050505
2 4 0,0612244898
2 5 0,0721649485
2 6 0,0833333333
2 7 0,0947368421
2 8 0,1063829787
2 9 0,1182795699
2 10 0,1304347826
2 11 0,1428571429
2 12 0,1555555556
2 13 0,1685393258
2 14 0,1818181818
2 15 0,1954022989
2 16 0,2093023256
2 17 0,2235294118
2 18 0,2380952381
2 19 0,2530120482
2 20 0,2682926829
2 21 0,2839506173
2 22 0,3
2 23 0,3164556962
2 24 0,3333333333
2 25 0,3506493506
2 26 0,3684210526
2 27 0,3866666667
2 28 0,4054054054
2 29 0,4246575342
2 30 0,4444444444
2 31 0,4647887324
2 32 0,4857142857
2 33 0,5072463768
2 34 0,5294117647
2 35 0,552238806
2 36 0,5757575758
2 37 0,6
2 38 0,625
2 39 0,6507936508
2 40 0,6774193548
2 41 0,7049180328
2 42 0,7333333333
2 43 0,7627118644
2 44 0,7931034483
2 45 0,8245614035
2 46 0,8571428571
2 47 0,8909090909
2 48 0,9259259259
2 49 0,9622641509
3 4 0,0707070707
3 5 0,0816326531
3 6 0,0927835052
3 7 0,1041666667
3 8 0,1157894737
3 9 0,1276595745
3 10 0,1397849462
3 11 0,152173913
3 12 0,1648351648
3 13 0,1777777778
3 14 0,191011236
3 15 0,2045454545
3 16 0,2183908046
3 17 0,2325581395
3 18 0,2470588235
3 19 0,2619047619
3 20 0,2771084337
3 21 0,2926829268
3 22 0,3086419753
3 23 0,325
3 24 0,3417721519
3 25 0,358974359
3 26 0,3766233766
3 27 0,3947368421
3 28 0,4133333333
3 29 0,4324324324
3 30 0,4520547945
3 31 0,4722222222
3 32 0,4929577465
3 33 0,5142857143
3 34 0,5362318841
3 35 0,5588235294
3 36 0,5820895522
3 37 0,6060606061
3 38 0,6307692308
3 39 0,65625
3 40 0,6825396825
3 41 0,7096774194
3 42 0,737704918
3 43 0,7666666667
3 44 0,7966101695
3 45 0,8275862069
3 46 0,8596491228
3 47 0,8928571429
3 48 0,9272727273
3 49 0,962962963
4 5 0,0909090909
4 6 0,1020408163
4 7 0,1134020619
4 8 0,125
4 9 0,1368421053
4 10 0,1489361702
4 11 0,1612903226
4 12 0,1739130435
4 13 0,1868131868
4 14 0,2
4 15 0,2134831461
4 16 0,2272727273
4 17 0,2413793103
4 18 0,2558139535
4 19 0,2705882353
4 20 0,2857142857
4 21 0,3012048193
4 22 0,3170731707
4 23 0,3333333333
4 24 0,35
4 25 0,3670886076
4 26 0,3846153846
4 27 0,4025974026
4 28 0,4210526316
4 29 0,44
4 30 0,4594594595
4 31 0,4794520548
4 32 0,5
4 33 0,5211267606
4 34 0,5428571429
4 35 0,5652173913
4 36 0,5882352941
4 37 0,6119402985
4 38 0,6363636364
4 39 0,6615384615
4 40 0,6875
4 41 0,7142857143
4 42 0,7419354839
4 43 0,7704918033
4 44 0,8
4 45 0,8305084746
4 46 0,8620689655
4 47 0,8947368421
4 48 0,9285714286
4 49 0,9636363636
5 6 0,1111111111
5 7 0,1224489796
5 8 0,1340206186
5 9 0,1458333333
5 10 0,1578947368
5 11 0,170212766
5 12 0,1827956989
5 13 0,1956521739
5 14 0,2087912088
5 15 0,2222222222
5 16 0,2359550562
5 17 0,25
5 18 0,2643678161
5 19 0,2790697674
5 20 0,2941176471
5 21 0,3095238095
5 22 0,3253012048
5 23 0,3414634146
5 24 0,3580246914
5 25 0,375
5 26 0,3924050633
5 27 0,4102564103
5 28 0,4285714286
5 29 0,4473684211
5 30 0,4666666667
5 31 0,4864864865
5 32 0,5068493151
5 33 0,5277777778
5 34 0,5492957746
5 35 0,5714285714
5 36 0,5942028986
5 37 0,6176470588
5 38 0,6417910448
5 39 0,6666666667
5 40 0,6923076923
5 41 0,71875
5 42 0,746031746
5 43 0,7741935484
5 44 0,8032786885
5 45 0,8333333333
5 46 0,8644067797
5 47 0,8965517241
5 48 0,9298245614
5 49 0,9642857143
6 7 0,1313131313
6 8 0,1428571429
6 9 0,1546391753
6 10 0,1666666667
6 11 0,1789473684
6 12 0,1914893617
6 13 0,2043010753
6 14 0,2173913043
6 15 0,2307692308
6 16 0,2444444444
6 17 0,2584269663
6 18 0,2727272727
6 19 0,2873563218
6 20 0,3023255814
6 21 0,3176470588
6 22 0,3333333333
6 23 0,3493975904
6 24 0,3658536585
6 25 0,3827160494
6 26 0,4
6 27 0,417721519
6 28 0,4358974359
6 29 0,4545454545
6 30 0,4736842105
6 31 0,4933333333
6 32 0,5135135135
6 33 0,5342465753
6 34 0,5555555556
6 35 0,5774647887
6 36 0,6
6 37 0,6231884058
6 38 0,6470588235
6 39 0,671641791
6 40 0,696969697
6 41 0,7230769231
6 42 0,75
6 43 0,7777777778
6 44 0,8064516129
6 45 0,8360655738
6 46 0,8666666667
6 47 0,8983050847
6 48 0,9310344828
6 49 0,9649122807
7 8 0,1515151515
7 9 0,1632653061
7 10 0,175257732
7 11 0,1875
7 12 0,2
7 13 0,2127659574
7 14 0,2258064516
7 15 0,2391304348
7 16 0,2527472527
7 17 0,2666666667
7 18 0,2808988764
7 19 0,2954545455
7 20 0,3103448276
7 21 0,3255813953
7 22 0,3411764706
7 23 0,3571428571
7 24 0,3734939759
7 25 0,3902439024
7 26 0,4074074074
7 27 0,425
7 28 0,4430379747
7 29 0,4615384615
7 30 0,4805194805
7 31 0,5
7 32 0,52
7 33 0,5405405405
7 34 0,5616438356
7 35 0,5833333333
7 36 0,6056338028
7 37 0,6285714286
7 38 0,652173913
7 39 0,6764705882
7 40 0,7014925373
7 41 0,7272727273
7 42 0,7538461538
7 43 0,78125
7 44 0,8095238095
7 45 0,8387096774
7 46 0,868852459
7 47 0,9
7 48 0,9322033898
7 49 0,9655172414
8 9 0,1717171717
8 10 0,1836734694
8 11 0,1958762887
8 12 0,2083333333
8 13 0,2210526316
8 14 0,2340425532
8 15 0,247311828
8 16 0,2608695652
8 17 0,2747252747
8 18 0,2888888889
8 19 0,3033707865
8 20 0,3181818182
8 21 0,3333333333
8 22 0,3488372093
8 23 0,3647058824
8 24 0,380952381
8 25 0,3975903614
8 26 0,4146341463
8 27 0,4320987654
8 28 0,45
8 29 0,4683544304
8 30 0,4871794872
8 31 0,5064935065
8 32 0,5263157895
8 33 0,5466666667
8 34 0,5675675676
8 35 0,5890410959
8 36 0,6111111111
8 37 0,6338028169
8 38 0,6571428571
8 39 0,6811594203
8 40 0,7058823529
8 41 0,7313432836
8 42 0,7575757576
8 43 0,7846153846
8 44 0,8125
8 45 0,8412698413
8 46 0,8709677419
8 47 0,9016393443
8 48 0,9333333333
8 49 0,9661016949
9 10 0,1919191919
9 11 0,2040816327
9 12 0,2164948454
9 13 0,2291666667
9 14 0,2421052632
9 15 0,2553191489
9 16 0,2688172043
9 17 0,2826086957
9 18 0,2967032967
9 19 0,3111111111
9 20 0,3258426966
9 21 0,3409090909
9 22 0,3563218391
9 23 0,3720930233
9 24 0,3882352941
9 25 0,4047619048
9 26 0,421686747
9 27 0,4390243902
9 28 0,4567901235
9 29 0,475
9 30 0,4936708861
9 31 0,5128205128
9 32 0,5324675325
9 33 0,5526315789
9 34 0,5733333333
9 35 0,5945945946
9 36 0,6164383562
9 37 0,6388888889
9 38 0,661971831
9 39 0,6857142857
9 40 0,7101449275
9 41 0,7352941176
9 42 0,7611940299
9 43 0,7878787879
9 44 0,8153846154
9 45 0,84375
9 46 0,873015873
9 47 0,9032258065
9 48 0,9344262295
9 49 0,9666666667
10 11 0,2121212121
10 12 0,2244897959
10 13 0,2371134021
10 14 0,25
10 15 0,2631578947
10 16 0,2765957447
10 17 0,2903225806
10 18 0,3043478261
10 19 0,3186813187
10 20 0,3333333333
10 21 0,3483146067
10 22 0,3636363636
10 23 0,3793103448
10 24 0,3953488372
10 25 0,4117647059
10 26 0,4285714286
10 27 0,4457831325
10 28 0,4634146341
10 29 0,4814814815
10 30 0,5
10 31 0,5189873418
10 32 0,5384615385
10 33 0,5584415584
10 34 0,5789473684
10 35 0,6
10 36 0,6216216216
10 37 0,6438356164
10 38 0,6666666667
10 39 0,6901408451
10 40 0,7142857143
10 41 0,7391304348
10 42 0,7647058824
10 43 0,7910447761
10 44 0,8181818182
10 45 0,8461538462
10 46 0,875
10 47 0,9047619048
10 48 0,935483871
10 49 0,9672131148
11 12 0,2323232323
11 13 0,2448979592
11 14 0,2577319588
11 15 0,2708333333
11 16 0,2842105263
11 17 0,2978723404
11 18 0,311827957
11 19 0,3260869565
11 20 0,3406593407
11 21 0,3555555556
11 22 0,3707865169
11 23 0,3863636364
11 24 0,4022988506
11 25 0,4186046512
11 26 0,4352941176
11 27 0,4523809524
11 28 0,4698795181
11 29 0,487804878
11 30 0,5061728395
11 31 0,525
11 32 0,5443037975
11 33 0,5641025641
11 34 0,5844155844
11 35 0,6052631579
11 36 0,6266666667
11 37 0,6486486486
11 38 0,6712328767
11 39 0,6944444444
11 40 0,7183098592
11 41 0,7428571429
11 42 0,768115942
11 43 0,7941176471
11 44 0,8208955224
11 45 0,8484848485
11 46 0,8769230769
11 47 0,90625
11 48 0,9365079365
11 49 0,9677419355
12 13 0,2525252525
12 14 0,2653061224
12 15 0,2783505155
12 16 0,2916666667
12 17 0,3052631579
12 18 0,3191489362
12 19 0,3333333333
12 20 0,347826087
12 21 0,3626373626
12 22 0,3777777778
12 23 0,393258427
12 24 0,4090909091
